label,RMSE,MAE,NRMSE,MAPE(%),n
qb fast vs ref [ALL depths],1.0050191613355846,0.6940750864000002,0.03438342277475504,4.456308783133441,625
qb corrected vs ref [ALL depths],1.1330885865170743,0.7205645301086079,0.038764896641067394,5.816960746470624,625
qb fast vs ref [Shallow (0–2.0m)],0.4919400655495533,0.309205506329114,0.055343599114823123,5.038940379529842,158
qb corrected vs ref [Shallow (0–2.0m)],1.5466086103822292,0.7862297177508403,0.17399454306472983,11.566159549228324,158
qb fast vs ref [Deep (>2.0m)],1.1269075212704815,0.8242879207708779,0.04351954576953803,4.259187172361212,467
qb corrected vs ref [Deep (>2.0m)],0.9534063532507274,0.6983480426407863,0.03681918049538376,3.8718356697346143,467
