label,RMSE,MAE,NRMSE,MAPE(%),n
qb fast vs ref [ALL depths],1.2083911124572795,0.9347619620689654,0.035461434523645405,12.73226343477749,290
qb corrected vs ref [ALL depths],0.4162875450822189,0.20815422837945796,0.012216370486971849,2.6111300167848976,290
qb fast vs ref [Shallow (0–2.0m)],0.9852632998297076,0.5874733513513514,0.19818365440526478,28.912151922729894,74
qb corrected vs ref [Shallow (0–2.0m)],0.16148483880026618,0.09449000456352964,0.032482337959825906,5.822351664208149,74
qb fast vs ref [Deep (>2.0m)],1.2758903833926443,1.0537404675925925,0.041747797470543316,7.189153489830834,216
qb corrected vs ref [Deep (>2.0m)],0.47300222535522324,0.24709474950158158,0.01547687902054611,1.510989267204711,216
