scenario_id,ID,v_pen,S,depth,qb_fast,qs_fast,qb_ref,qs_ref,res_qb,res_qs,res_qb_norm,res_qs_norm,is_shallow
G0_DENS_MED_V_LOW,0.6,25.0,10,1.3,4.185928,7.570971,4.188599,5.656115,0.002671,-1.914856,0.00020446259070840974,-0.06562915869415306,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.4,4.305987,7.56709,4.327379,5.734175,0.021391,-1.832915,0.0016374613544903006,-0.06282073921375475,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.5,4.420656,7.533118,4.458814,5.637894,0.038159,-1.895224,0.002921036315553054,-0.06495629784013396,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.6,4.558134,7.515232,4.591432,5.571391,0.033299,-1.943841,0.002549007790340448,-0.0666225812620903,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.7,4.825772,7.500494,4.87504,5.616769,0.049268,-1.883725,0.0037714200370729803,-0.06456218481240547,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.8,5.050681,7.513755,5.151094,5.78573,0.100412,-1.728025,0.007686446146841198,-0.05922577308814023,0
G0_DENS_MED_V_LOW,0.6,25.0,10,1.9,5.291479,7.571139,5.424459,6.000431,0.13298,-1.570707,0.01017949656024123,-0.05383390655225097,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.0,5.545779,7.627146,5.686639,6.199387,0.14086,-1.427759,0.010782703304824634,-0.04893455277472838,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.1,5.784234,7.601855,5.967106,6.301079,0.182873,-1.300776,0.01399875977185287,-0.044582378272593676,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.2,6.012667,7.579786,6.250871,6.314918,0.238205,-1.264868,0.018234373425569727,-0.04335167902920951,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.3,6.276544,7.572277,6.492089,6.199898,0.215545,-1.372378,0.016499771289496135,-0.04703644219218803,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.4,6.527104,7.5458,6.750633,6.161134,0.223529,-1.384667,0.017110939138322772,-0.04745763142583925,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.5,6.761214,7.545838,7.018222,6.25427,0.257008,-1.291569,0.019673725762930354,-0.0442668205157195,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.6,6.996588,7.519815,7.301729,6.482975,0.305142,-1.03684,0.02335833914412039,-0.03553632069484372,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.7,7.224749,7.433521,7.610661,6.497041,0.385912,-0.93648,0.029541208276100267,-0.03209661433230512,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.8,7.452737,7.374763,7.792659,6.473517,0.339922,-0.901247,0.026020716120847644,-0.030889049821829613,0
G0_DENS_MED_V_LOW,0.6,25.0,10,2.9,7.71773,7.340436,8.049039,6.531208,0.331309,-0.809228,0.025361398901165302,-0.027735220210685342,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.0,7.967599,7.341224,8.30972,6.558631,0.342121,-0.782593,0.02618904754614446,-0.026822340786948642,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.1,8.189725,7.369529,8.551569,6.764755,0.361844,-0.604774,0.027698825036425987,-0.020727829570525266,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.2,8.389395,7.374131,8.86588,7.15792,0.476486,-0.216211,0.036474564581163355,-0.007410346276911437,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.3,8.61384,7.271576,9.073023,7.308592,0.459182,0.037016,0.035149959313616246,0.001268674479032768,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.4,8.828894,7.166267,9.281825,7.424416,0.452932,0.258148,0.034671527568229665,0.008847681527267963,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.5,9.02018,7.137703,9.543181,7.589431,0.523001,0.451728,0.040035245003028457,0.01548238018868906,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.6,9.228795,7.194133,9.790147,7.735762,0.561352,0.541629,0.04297097874179978,0.018563618149017698,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.7,9.442114,7.28099,10.015976,7.928983,0.573862,0.647992,0.04392860772336556,0.022209069402890677,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.8,9.651624,7.343774,10.247477,8.243679,0.595852,0.899904,0.04561192197633372,0.03084302027176097,0
G0_DENS_MED_V_LOW,0.6,25.0,10,3.9,9.859354,7.330193,10.450463,8.48912,0.591109,1.158928,0.045248849693394745,0.03972072554129262,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.0,10.055003,7.347424,10.66875,8.72855,0.613747,1.381126,0.04698176774972458,0.04733626833068432,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.1,10.236364,7.331768,10.932299,9.016562,0.695934,1.684794,0.053273106927018504,0.05774408769795583,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.2,10.41623,7.371065,11.15793,9.262489,0.741699,1.891424,0.056776375539437214,0.06482605786227777,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.3,10.627517,7.395332,11.364435,9.478749,0.736917,2.083417,0.056410317842407035,0.07140636419610472,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.4,10.841495,7.448627,11.583345,9.770775,0.74185,2.322149,0.05678793445040575,0.07958858798388435,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.5,11.031405,7.451376,11.667338,10.00049,0.635933,2.549114,0.04868008562222805,0.08736751339812879,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.6,11.19728,7.457785,11.850396,10.38845,0.653116,2.930665,0.04999542845118448,0.10044466965891956,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.7,11.387799,7.502205,11.979858,10.512618,0.592059,3.010412,0.04532157131869351,0.10317789268894513,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.8,11.599897,7.577134,12.188938,10.463218,0.589042,2.886084,0.04509062274656049,0.09891671480291785,0
G0_DENS_MED_V_LOW,0.6,25.0,10,4.9,11.796055,7.675738,12.408006,10.607755,0.611951,2.932017,0.04684428560337029,0.10049100767209367,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.0,11.956139,7.738455,12.624471,10.81905,0.668332,3.080595,0.051160199241232836,0.1055833222589137,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.1,12.14898,7.756687,12.741882,11.107827,0.592902,3.35114,0.045386102192511255,0.11485589457709827,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.2,12.300873,7.797239,12.942727,11.472568,0.641854,3.675329,0.049133332720537486,0.12596704409847156,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.3,12.457808,7.821806,13.066473,11.675767,0.608666,3.853961,0.04659282187799511,0.1320894198154205,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.4,12.641101,7.922068,13.290777,12.034777,0.649676,4.112709,0.049732099618523706,0.1409576655497184,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.5,12.814854,7.998739,13.442109,12.317285,0.627255,4.318546,0.048015792712393694,0.14801245668708246,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.6,12.970688,8.104056,13.558055,12.433685,0.587367,4.329629,0.044962403038796894,0.1483923118646035,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.7,13.107346,8.164904,13.667357,12.651389,0.560011,4.486485,0.04286832642650964,0.15376834396107975,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.8,13.272458,8.242108,13.856545,13.178552,0.584087,4.936444,0.04471132205881802,0.1691900940127089,0
G0_DENS_MED_V_LOW,0.6,25.0,10,5.9,13.281565,8.24069,14.012513,13.522292,0.730948,5.281603,0.05595339638829303,0.18101996256977804,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.0,13.387247,8.280329,14.10204,13.812737,0.714793,5.532408,0.05471674601281779,0.18961597247667814,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.1,13.538739,8.340134,14.271516,14.065367,0.732777,5.725233,0.056093404654262956,0.1962247945109199,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.2,13.723012,8.502335,14.442816,14.189523,0.719804,5.687189,0.05510033344899894,0.1949208866905092,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.3,13.856059,8.605164,14.629192,14.323249,0.773133,5.718084,0.0591826192969543,0.19597977198415836,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.4,14.00367,8.726467,14.77939,14.73701,0.77572,6.010543,0.05938065176500471,0.2060034176904325,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.5,14.165934,8.765356,14.886131,15.037808,0.720197,6.272452,0.05513041723714884,0.21498000252209973,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.6,14.302441,8.664498,15.204545,15.310904,0.902104,6.646406,0.06905523059843477,0.22779678164821326,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.7,14.452855,8.645794,15.306911,15.380257,0.854056,6.734463,0.06537720043806125,0.23081481894560327,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.8,14.423074,8.601287,15.478612,15.559501,1.055538,6.958214,0.08080046202589794,0.2384835887575241,0
G0_DENS_MED_V_LOW,0.6,25.0,10,6.9,14.555564,8.775192,15.650949,16.054157,1.095384,7.278965,0.08385063663816573,0.24947690537261594,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.0,14.700169,8.863926,15.635159,16.230903,0.93499,7.366977,0.07157262361904007,0.2524934003544787,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.1,14.844474,8.970719,15.755705,16.536965,0.911232,7.566246,0.06975397059393697,0.2593230819722218,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.2,15.083151,9.151692,15.824877,16.828349,0.741726,7.676657,0.05677844236457728,0.26310727307619003,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.3,15.18959,9.110337,16.162309,17.210554,0.972719,8.100217,0.07446074383051053,0.277624232292181,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.4,15.291737,9.196169,16.305371,17.550208,1.013634,8.354039,0.07759274940850924,0.2863236458867632,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.5,15.412543,9.389546,16.584087,18.122603,1.171544,8.733057,0.08968061451474847,0.29931398692020933,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.6,15.468737,9.499314,16.775245,18.449852,1.306508,8.950539,0.10001198444824522,0.30676789504234575,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.7,15.511616,9.559946,16.893282,18.763337,1.381667,9.203392,0.10576533669648684,0.3154340974425746,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.8,15.552653,9.587528,16.934909,19.231831,1.382256,9.644303,0.10581042410417207,0.3305457392521926,0
G0_DENS_MED_V_LOW,0.6,25.0,10,7.9,15.593459,9.562693,16.965285,19.451277,1.371826,9.888584,0.10501201720747094,0.3389181476813206,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.0,15.652231,9.524365,17.008066,19.579692,1.355835,10.055326,0.10378792088099464,0.34463300936229324,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.1,15.686908,9.597548,17.140601,19.6736,1.453693,10.076052,0.11127886067940107,0.3453433656204636,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.2,15.768949,9.663385,17.178268,19.844233,1.409319,10.180848,0.1078820718362356,0.34893511002031,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.3,15.799511,9.746052,17.350113,20.238893,1.550602,10.49284,0.11869715540158801,0.35962822348644335,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.4,15.802206,9.70465,17.371249,20.448041,1.569043,10.743391,0.12010879697225584,0.36821552787903417,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.5,15.826747,9.662541,17.466736,20.548629,1.639988,10.886088,0.12553957140048802,0.3731062789632826,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.6,15.872511,9.631985,17.589293,20.698126,1.716782,11.066141,0.13141808139332276,0.379277357577214,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.7,15.945005,9.666664,17.691744,20.974098,1.746739,11.307434,0.1337112621607701,0.38754735625533304,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.8,15.977257,9.698448,17.856378,20.941717,1.879121,11.243269,0.14384498237161275,0.38534818568187457,0
G0_DENS_MED_V_LOW,0.6,25.0,10,8.9,16.210326,9.862744,17.956786,21.195338,1.746459,11.332594,0.13368982841857677,0.3884096820034545,0
G0_DENS_MED_V_LOW,0.6,25.0,10,9.0,16.312377,9.920531,18.165006,21.550176,1.852629,11.629645,0.14181704416380772,0.39859071244086436,0
G0_DENS_MED_V_LOW,0.6,25.0,100,0.1,2.593565,8.444217,2.535692,5.525131,-0.057873,-2.919085,-0.0044301248641212265,-0.10004778046324203,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.2,2.742878,8.550891,2.678695,5.640099,-0.064182,-2.910792,-0.004913073005184259,-0.0997635488484101,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.3,2.890899,8.77348,2.808037,5.68447,-0.082861,-3.08901,-0.006342933256716413,-0.10587173526250838,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.4,3.0493,8.888513,2.952528,5.592022,-0.096772,-3.296491,-0.007407807498328052,-0.11298287232713443,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.5,3.223673,9.006861,3.094246,5.58562,-0.129427,-3.421241,-0.009907517681623866,-0.11725851370543944,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.6,3.366877,8.999646,3.234394,5.59857,-0.132483,-3.401076,-0.010141451667848089,-0.11656738498084208,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.7,3.51259,9.012598,3.381802,5.667207,-0.130788,-3.345391,-0.010011700978499247,-0.11465885520007321,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.8,3.649931,9.034965,3.526267,5.738321,-0.123664,-3.296645,-0.009466365337837807,-0.11298815047360544,1
G0_DENS_MED_V_LOW,0.6,25.0,100,0.9,3.793602,9.052047,3.651444,5.691393,-0.142158,-3.360655,-0.010882064009706519,-0.11518200862691448,1
G0_DENS_MED_V_LOW,0.6,25.0,100,1.0,3.918896,9.124497,3.792265,5.589882,-0.12663,-3.534615,-0.009693409906928463,-0.12114425771845708,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.1,4.062495,9.13759,3.88563,5.556535,-0.176865,-3.581055,-0.013538852903647655,-0.12273592734257317,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.2,4.203705,9.162865,4.040681,5.589692,-0.163024,-3.573173,-0.012479337097584347,-0.12246578220955674,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.3,4.347876,9.1812,4.188599,5.656115,-0.159277,-3.525085,-0.012192507697590184,-0.1208176295634651,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.4,4.469289,9.169875,4.327379,5.734175,-0.141911,-3.4357,-0.010863156387128842,-0.11775407682118222,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.5,4.593443,9.131256,4.458814,5.637894,-0.134629,-3.493362,-0.010305725991944027,-0.11973036566411466,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.6,4.72873,9.126866,4.591432,5.571391,-0.137298,-3.555476,-0.010510035484493913,-0.12185924092320914,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.7,5.013665,9.266463,4.87504,5.616769,-0.138625,-3.649694,-0.010611616112674391,-0.1250884383531181,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.8,5.31278,9.374403,5.151094,5.78573,-0.161686,-3.588673,-0.012376914429531986,-0.12299702422449645,0
G0_DENS_MED_V_LOW,0.6,25.0,100,1.9,5.591875,9.67022,5.424459,6.000431,-0.167415,-3.669789,-0.012815464104623144,-0.1257771679202286,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.0,5.88638,9.973303,5.686639,6.199387,-0.19974,-3.773916,-0.015289913091762546,-0.12934598322923674,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.1,6.158465,9.95958,5.967106,6.301079,-0.191358,-3.658501,-0.014648278709389694,-0.12539028663863896,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.2,6.410673,10.245603,6.250871,6.314918,-0.159802,-3.930685,-0.012232695964202655,-0.13471903351569361,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.3,6.645729,10.207596,6.492089,6.199898,-0.15364,-4.007698,-0.011761000537791116,-0.13735855230901953,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.4,6.898644,10.157708,6.750633,6.161134,-0.148011,-3.996575,-0.011330105770626145,-0.1369773261843631,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.5,7.15525,10.225081,7.018222,6.25427,-0.137027,-3.970811,-0.010489290684013951,-0.13609429913449816,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.6,7.395564,10.168133,7.301729,6.482975,-0.093834,-3.685158,-0.007182906303456728,-0.1263039200833001,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.7,7.64682,10.06276,7.610661,6.497041,-0.036159,-3.56572,-0.0027679381570293476,-0.12221034048456669,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.8,7.910478,10.056469,7.792659,6.473517,-0.117819,-3.582953,-0.009018935969552274,-0.12280097878414449,0
G0_DENS_MED_V_LOW,0.6,25.0,100,2.9,8.094063,9.983912,8.049039,6.531208,-0.045024,-3.452704,-0.003446545744685676,-0.11833686644841025,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.0,8.302301,9.879032,8.30972,6.558631,0.007419,-3.320401,0.0005679176190436884,-0.11380235597727689,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.1,8.50999,9.782776,8.551569,6.764755,0.041579,-3.018021,0.0031828341666285914,-0.10343868110776294,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.2,8.713448,9.760211,8.86588,7.15792,0.152432,-2.602291,0.0116685292500428,-0.08919008479351255,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.3,8.945373,9.645749,9.073023,7.308592,0.127649,-2.337157,0.009771413418696293,-0.0801029673490595,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.4,9.163169,9.592257,9.281825,7.424416,0.118656,-2.167842,0.009083007548894446,-0.07429991949360691,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.5,9.350533,9.520907,9.543181,7.589431,0.192648,-1.931477,0.014747027021637485,-0.06619882150256035,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.6,9.553102,9.515294,9.790147,7.735762,0.237044,-1.779532,0.018145499944546718,-0.06099110744062404,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.7,9.726859,9.467714,10.015976,7.928983,0.289117,-1.538731,0.022131640148949194,-0.05273797141226956,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.8,9.965561,9.523123,10.247477,8.243679,0.281916,-1.279444,0.02158041022918459,-0.043851252165323124,0
G0_DENS_MED_V_LOW,0.6,25.0,100,3.9,10.15052,9.508416,10.450463,8.48912,0.299943,-1.019295,0.022960360481038018,-0.03493498900761036,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.0,10.357897,9.461119,10.66875,8.72855,0.310853,-0.73257,0.023795510935784834,-0.02510786857318551,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.1,10.540224,9.442094,10.932299,9.016562,0.392074,-0.425532,0.030012903702511806,-0.014584546909762585,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.2,10.729837,9.411651,11.15793,9.262489,0.428093,-0.149161,0.0327701249884445,-0.005112296141317449,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.3,10.921353,9.384116,11.364435,9.478749,0.443081,0.094633,0.03391744258842115,0.0032434210064379706,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.4,11.101121,9.385577,11.583345,9.770775,0.482224,0.385199,0.036913803197967866,0.01320218663953272,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.5,11.284319,9.414872,11.667338,10.00049,0.383018,0.585619,0.029319675240716467,0.020071317261094946,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.6,11.459952,9.398012,11.850396,10.38845,0.390444,0.990438,0.02988812870331499,0.03394595347050618,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.7,11.615177,9.381595,11.979858,10.512618,0.364681,1.131023,0.027915994774291863,0.038764318546009244,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.8,11.752145,9.362472,12.188938,10.463218,0.436794,1.100747,0.03343617852710188,0.037726648659279285,0
G0_DENS_MED_V_LOW,0.6,25.0,100,4.9,11.906891,9.230301,12.408006,10.607755,0.501115,1.377453,0.03835989185430354,0.047210381109982796,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.0,12.058023,9.14981,12.624471,10.81905,0.566448,1.669239,0.043361072849718185,0.057210960630705056,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.1,12.184696,9.118385,12.741882,11.107827,0.557186,1.989443,0.0426520752775949,0.06818552954372128,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.2,12.344354,8.865902,12.942727,11.472568,0.598372,2.606666,0.045804825656073585,0.08934003213643908,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.3,12.530009,8.894971,13.066473,11.675767,0.536464,2.780796,0.04106582525713079,0.09530810775330681,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.4,12.67321,8.843922,13.290777,12.034777,0.617567,3.190855,0.04727418523250486,0.10936233803744604,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.5,12.82398,8.769218,13.442109,12.317285,0.618129,3.548067,0.04731720581505002,0.12160530724006796,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.6,12.956659,8.755355,13.558055,12.433685,0.601396,3.67833,0.046036310071761434,0.12606989940729957,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.7,13.077157,8.794476,13.667357,12.651389,0.5902,3.856913,0.04517926658034572,0.13219059571400774,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.8,13.160722,8.713596,13.856545,13.178552,0.695823,4.464956,0.05326460997922044,0.1530304659391677,0
G0_DENS_MED_V_LOW,0.6,25.0,100,5.9,13.359403,8.645062,14.012513,13.522292,0.65311,4.877231,0.0499949691567089,0.16716064669460412,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.0,13.397644,8.70991,14.10204,13.812737,0.704396,5.102826,0.05392086523573231,0.17489261716946355,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.1,13.538915,8.696994,14.271516,14.065367,0.732601,5.368374,0.05607993201631287,0.18399392391676725,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.2,13.697382,8.662306,14.442816,14.189523,0.745433,5.527217,0.057062209801400976,0.18943805781219092,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.3,13.809342,8.671455,14.629192,14.323249,0.81985,5.651794,0.0627587626328303,0.1937077698441356,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.4,13.975124,8.643037,14.77939,14.73701,0.804267,6.093973,0.061565898330692835,0.20886287067794343,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.5,14.094267,8.577611,14.886131,15.037808,0.791864,6.460197,0.060616460100608074,0.2214147142701548,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.6,14.215992,8.562133,15.204545,15.310904,0.988553,6.748772,0.07567282195154271,0.23130524100958857,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.7,14.395876,8.577186,15.306911,15.380257,0.911034,6.803071,0.06973881387624312,0.2331662674721183,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.8,14.479932,8.462278,15.478612,15.559501,0.998681,7.097223,0.07644811102630676,0.2432479385158952,0
G0_DENS_MED_V_LOW,0.6,25.0,100,6.9,14.593197,8.483497,15.650949,16.054157,1.057752,7.57066,0.08096994168738368,0.25947436598860535,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.0,14.692708,8.413215,15.635159,16.230903,0.942451,7.817688,0.07214375629941276,0.2679409242122521,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.1,14.815351,8.41257,15.755705,16.536965,0.940354,8.124394,0.07198323288020064,0.27845286701445177,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.2,14.923668,8.356732,15.824877,16.828349,0.901209,8.471617,0.06898671917249541,0.2903534764437038,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.3,15.009105,8.324419,16.162309,17.210554,1.153205,8.886135,0.08827678095016535,0.3045605330597537,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.4,15.112105,8.296021,16.305371,17.550208,1.193266,9.254187,0.09134341361447444,0.31717502893604965,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.5,15.199535,8.260729,16.584087,18.122603,1.384552,9.861875,0.10598618079015729,0.33800273200538355,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.6,15.289276,8.209511,16.775245,18.449852,1.48597,10.240342,0.11374963531073591,0.3509741882420405,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.7,15.356003,8.198643,16.893282,18.763337,1.53728,10.564695,0.11767736856766159,0.3620909586466687,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.8,15.423926,8.204037,16.934909,19.231831,1.510983,11.027794,0.11566435743031264,0.37796306483225317,0
G0_DENS_MED_V_LOW,0.6,25.0,100,7.9,15.497651,8.208793,16.965285,19.451277,1.467634,11.242484,0.11234603139339058,0.38532128084434375,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.0,15.541494,8.183832,17.008066,19.579692,1.466572,11.39586,0.11226473627121449,0.39057804054004647,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.1,15.617193,8.211004,17.140601,19.6736,1.523408,11.462596,0.11661547974014118,0.3928653287406281,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.2,15.674627,8.213777,17.178268,19.844233,1.503641,11.630457,0.11510233409037211,0.39861854266771146,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.3,15.701868,8.194636,17.350113,20.238893,1.648245,12.044256,0.12617163714795313,0.41280095650900395,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.4,15.744391,8.222129,17.371249,20.448041,1.626858,12.225911,0.12453448198977987,0.4190269415557053,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.5,15.773227,8.211662,17.466736,20.548629,1.693509,12.336967,0.12963655467166163,0.42283323918223065,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.6,15.839839,8.21696,17.589293,20.698126,1.749455,12.481166,0.13391916946004528,0.42777546933141064,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.7,15.905041,8.145925,17.691744,20.974098,1.786702,12.828173,0.13677039301531152,0.43966867564613193,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.8,15.983125,8.151565,17.856378,20.941717,1.873253,12.790152,0.14339579237450417,0.4383655561203241,0
G0_DENS_MED_V_LOW,0.6,25.0,100,8.9,15.976568,8.172462,17.956786,21.195338,1.980218,13.022876,0.1515838646377483,0.44634186364837736,0
G0_DENS_MED_V_LOW,0.6,25.0,100,9.0,16.214549,8.051599,18.165006,21.550176,1.950457,13.498577,0.1493056874898363,0.462645886728947,0
G0_DENS_MED_V_REF,0.6,50.0,10,0.1,2.689824,8.757607,2.605421,6.82439,-0.084403,-1.933217,-0.006460971936938191,-0.06625845770294711,1
G0_DENS_MED_V_REF,0.6,50.0,10,0.2,2.850204,8.964997,2.724052,6.77706,-0.126152,-2.187937,-0.009656819447041297,-0.07498864906071744,1
G0_DENS_MED_V_REF,0.6,50.0,10,0.3,3.001707,9.087594,2.851662,6.818414,-0.150045,-2.26918,-0.011485806597844756,-0.07777314551360429,1
