scenario_id,ID,v_pen,S,depth,qb_fast,qs_fast,qb_ref,qs_ref,res_qb,res_qs,res_qb_norm,res_qs_norm,is_shallow
MC_G0_DENS_HIGH_V_HIGH,0.9,100.0,100,8.7,34.524304,115.754953,32.403133,134.340135,-2.121171,18.585182,-0.16237368700694427,0.6369825505613566,0
MC_G0_DENS_HIGH_V_HIGH,0.9,100.0,100,8.8,34.612464,116.583253,32.645531,135.158052,-1.966933,18.574799,-0.1505669101197546,0.6366266869587037,0
MC_G0_DENS_HIGH_V_HIGH,0.9,100.0,100,8.9,34.883693,117.637332,32.801622,135.970072,-2.082071,18.33274,-0.15938061800780584,0.6283304346429432,0
MC_G0_DENS_HIGH_V_HIGH,0.9,100.0,100,9.0,35.17144,118.93785,32.916227,136.386895,-2.255213,17.449044,-0.1726344786893616,0.5980429221504172,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.1,2.104163,4.874431,2.039775,4.757673,-0.064388,-0.116758,-0.0049288421155122,-0.004001726140666412,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.2,2.250213,5.062259,2.169726,4.97569,-0.080487,-0.086568,-0.006161205742548774,-0.0029670037902774114,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.3,2.410589,5.434888,2.30024,5.172503,-0.110349,-0.262385,-0.008447114347466231,-0.00899289910257761,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.4,2.569678,5.693892,2.458251,5.372291,-0.111427,-0.321601,-0.008529634254910509,-0.011022449241717561,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.5,2.732391,5.969738,2.618136,5.723564,-0.114256,-0.246174,-0.008746191600142292,-0.008437288502307452,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.6,2.898593,6.216107,2.789455,6.094708,-0.109138,-0.121399,-0.008354413412480128,-0.004160790282042874,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.7,3.057683,6.443536,2.945348,6.3443,-0.112334,-0.099235,-0.008599064269801011,-0.0034011484743574866,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.8,3.22566,6.712821,3.099411,6.576661,-0.126249,-0.13616,-0.009664244707729697,-0.004666704048657383,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,0.9,3.38007,6.98806,3.240357,6.883804,-0.139714,-0.104257,-0.01069497805999055,-0.003573270887197949,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.0,3.554262,7.26244,3.408938,7.250819,-0.145325,-0.011621,-0.011124494943728809,-0.0003982944164912415,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.1,3.74099,7.54004,3.583546,7.57493,-0.157444,0.03489,-0.012052193235303205,0.001195808638790071,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.2,3.92998,7.809466,3.759151,7.820724,-0.170829,0.011258,-0.013076802661223111,0.0003858530712381376,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.3,4.126149,8.104194,3.932168,8.074602,-0.193981,-0.029592,-0.014849066944293533,-0.0010142266907158437,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.4,4.318489,8.4261,4.086682,8.297321,-0.231807,-0.12878,-0.017744612416452393,-0.004413764302189319,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.5,4.500419,8.745421,4.276272,8.625974,-0.224147,-0.119447,-0.017158246469306596,-0.004093888061838854,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.6,4.702587,9.118756,4.472936,9.015458,-0.229651,-0.103298,-0.017579572601563835,-0.003540402429628454,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.7,5.056577,9.629693,4.818764,9.607657,-0.237813,-0.022036,-0.01820436618649908,-0.0007552547768523362,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.8,5.421863,10.234266,5.172888,10.230116,-0.248975,-0.00415,-0.019058807009219886,-0.00014223576529030654,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,1.9,5.799168,10.898229,5.53162,10.842468,-0.267548,-0.055761,-0.020480553058350285,-0.0019111345803259716,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.0,6.191419,11.607632,5.880147,11.473714,-0.311272,-0.133918,-0.02382758499999555,-0.004589862461722234,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.1,6.601365,12.317024,6.251405,12.15551,-0.34996,-0.161514,-0.026789115778478124,-0.0055356788903851975,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.2,7.025678,12.999839,6.667148,12.836115,-0.35853,-0.163724,-0.027445141387752208,-0.005611423719612084,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.3,7.453576,13.722764,7.0908,13.639357,-0.362776,-0.083408,-0.027770168778298035,-0.0028586989665864786,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.4,7.900877,14.465185,7.496424,14.259016,-0.404452,-0.206169,-0.030960428205615023,-0.007066169998587279,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.5,8.35665,15.266421,7.913634,14.837832,-0.443016,-0.428589,-0.033912466898269135,-0.014689321544580046,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.6,8.823308,16.062528,8.319534,15.671286,-0.503773,-0.391242,-0.03856335930698154,-0.013409302478002436,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.7,9.305879,16.80923,8.742158,16.433831,-0.563721,-0.375399,-0.04315232351057111,-0.012866304591377296,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.8,9.780867,17.548342,9.216487,17.241336,-0.564381,-0.307006,-0.04320284590288394,-0.010522224905714663,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,2.9,10.295361,18.35433,9.661082,17.974056,-0.634279,-0.380274,-0.04855347344512895,-0.013033388773495429,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.0,10.81228,19.225753,10.10087,18.778908,-0.71141,-0.446845,-0.05445778047767494,-0.015315021817143861,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.1,11.32302,20.128526,10.537149,19.554702,-0.785871,-0.573824,-0.060157701468591784,-0.019667059224565027,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.2,11.825964,20.705931,10.975147,20.474108,-0.850817,-0.231824,-0.0651292579703321,-0.00794546121750844,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.3,12.348872,21.486696,11.459839,21.495086,-0.889033,0.008391,-0.06805465758340308,0.0002875904353134848,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.4,12.851644,22.151762,11.934191,22.506505,-0.917453,0.354743,-0.07023018241602495,0.012158347490693786,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.5,13.408696,22.77699,12.41494,23.483722,-0.993756,0.706731,-0.07607110681094213,0.024222270997441838,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.6,13.937937,22.856796,12.898026,24.345324,-1.039912,1.488528,-0.07960430611335222,0.05101732993639745,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.7,14.421896,23.227876,13.38881,25.39154,-1.033086,2.163664,-0.07908178209831081,0.07415672406532188,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.8,14.90735,23.039849,13.859476,26.566611,-1.047874,3.526762,-0.08021378988243509,0.12087510652211375,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,3.9,15.443185,22.671858,14.328873,27.760799,-1.114312,5.088941,-0.08529955761043409,0.17441672714511275,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.0,15.986216,22.43941,14.825619,28.601538,-1.160597,6.162128,-0.08884263174406898,0.21119879322815086,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.1,16.414911,22.334939,15.374236,29.980761,-1.040675,7.645821,-0.07966271306082902,0.26205040992956546,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.2,16.930068,22.213968,15.890275,31.321488,-1.039793,9.10752,-0.07959519677292005,0.31214821134861986,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.3,17.38008,21.915537,16.395771,32.694768,-0.984309,10.779231,-0.0753479476591554,0.3694438965122882,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.4,18.045104,21.927035,16.934804,34.207634,-1.1103,12.280599,-0.08499244270443555,0.4209013004791261,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.5,18.6634,21.737055,17.399585,35.759207,-1.263815,14.022152,-0.09674387460731892,0.4805907278884343,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.6,19.134105,21.158139,17.896693,37.236075,-1.237413,16.077935,-0.09472282581664748,0.5510499732560975,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.7,19.652517,20.835609,18.398214,38.871437,-1.254303,18.035828,-0.09601573976538018,0.6181541682468286,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.8,19.898542,20.473878,18.899477,40.498132,-0.999065,20.024254,-0.07647750587274331,0.6863048414596341,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,4.9,20.50929,19.983842,19.384218,42.150146,-1.125072,22.166304,-0.08612322570329164,0.7597207742403814,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.0,21.041203,19.248455,19.851191,43.774305,-1.190012,24.525849,-0.09109432291055639,0.8405910607010842,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.1,21.545043,18.63919,20.311269,45.494592,-1.233774,26.855402,-0.0944442637172136,0.9204334109997179,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.2,21.809584,18.326933,20.774632,47.420249,-1.034952,29.093316,-0.07922462268021344,0.9971349556849928,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.3,22.115801,17.802051,21.218111,49.231511,-0.89769,31.429459,-0.06871734296257294,1.0772031695241717,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.4,22.550816,17.179726,21.676553,51.264074,-0.874263,34.084349,-0.06692402768270551,1.1681960155269626,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.5,23.016475,16.401418,22.125684,53.327935,-0.890791,36.926518,-0.06818923086474542,1.265607601743682,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.6,23.433809,15.645021,22.580275,55.089007,-0.853534,39.443986,-0.06533724181868655,1.3518904903156956,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.7,23.583843,15.021405,22.993992,57.104155,-0.589852,42.08275,-0.0451526275007626,1.4423306389808788,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.8,24.308965,14.441661,23.45627,59.361536,-0.852695,44.919875,-0.06527301714118586,1.5395693487638333,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,5.9,24.688816,13.526117,23.907315,61.65857,-0.781501,48.132453,-0.05982318199221749,1.6496762139167978,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.0,25.121079,12.458904,24.403709,63.874363,-0.71737,51.415458,-0.05491401299007558,1.7621968714172562,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.1,25.622936,11.329425,24.836206,66.203687,-0.78673,54.874262,-0.060223457127677724,1.8807428073038042,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.2,26.029854,10.755785,25.254517,68.4634,-0.775338,57.707615,-0.05935141001672669,1.977852236771897,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.3,26.588788,10.236902,25.625828,70.742268,-0.96296,60.505366,-0.0737137013659941,2.073741454742191,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.4,26.995447,9.529159,26.010749,73.112338,-0.984698,63.583179,-0.07537772525098826,2.1792294276278428,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.5,27.330424,9.02107,26.391878,75.426217,-0.938547,66.405147,-0.07184490869397447,2.275948651267543,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.6,27.579512,9.462314,26.776252,77.85733,-0.803259,68.395016,-0.06148873685879689,2.3441487813982556,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.7,28.09713,8.981297,27.143893,80.242254,-0.953237,71.260957,-0.0729694146683311,2.4423751214975007,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.8,28.624933,8.765912,27.519455,82.568939,-1.105478,73.803027,-0.08462332304423488,2.529501211105098,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,6.9,29.231718,8.95658,27.872568,84.877479,-1.35915,75.920899,-0.1040416810787477,2.602088474889896,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.0,29.532172,8.880521,28.27281,87.651737,-1.259362,78.771216,-0.0964030015573659,2.6997793230380815,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.1,30.014093,9.01485,28.524999,89.941659,-1.489094,80.92681,-0.11398877463434993,2.773659458518851,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.2,30.392486,8.786743,28.822304,92.485672,-1.570182,83.698929,-0.12019598637353508,2.8686701735648272,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.3,30.908866,8.790247,29.131264,94.90771,-1.777602,86.117464,-0.13607379639402867,2.9515622643133548,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.4,31.205311,8.880521,29.409198,97.270515,-1.796113,88.389994,-0.13749079640024484,3.029450226649543,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.5,31.622686,9.177223,29.708301,99.470971,-1.914386,90.293748,-0.146544485651782,3.0946988789662853,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.6,32.142885,9.413508,29.967289,101.738664,-2.175596,92.325156,-0.16653987064577064,3.1643227034233585,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.7,32.327553,9.438457,30.107092,102.879588,-2.220461,93.441131,-0.16997424508685366,3.2025712716570567,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.8,32.799325,9.491018,30.241606,104.133643,-2.557718,94.642625,-0.19579095791146847,3.243750890592409,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,7.9,32.883235,9.61845,30.391171,105.40736,-2.492064,95.78891,-0.1907652046616108,3.283038294017903,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.0,33.041671,9.903894,30.577619,106.713005,-2.464052,96.809111,-0.18862091185332777,3.3180043349781285,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.1,33.217148,10.011221,30.758921,107.941721,-2.458227,97.9305,-0.18817501346662746,3.3564384609065936,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.2,33.680576,9.762274,30.890077,108.984428,-2.790498,99.222154,-0.21361005258204266,3.400708194684976,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.3,34.115602,9.747935,31.028,110.126638,-3.087602,100.378703,-0.23635309022705628,3.440347383145395,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.4,34.369732,9.799865,31.164513,111.288755,-3.205219,101.488889,-0.24535656328259767,3.478397541054933,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.5,34.582176,10.002939,31.302145,112.522277,-3.280032,102.519339,-0.25108342954941465,3.5137148529449083,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.6,34.855841,10.148049,31.454619,113.97634,-3.401222,103.828291,-0.2603604124651587,3.5585774528119627,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.7,35.537779,10.047643,31.667987,115.32134,-3.869792,105.273698,-0.2962290145348852,3.608116867462798,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.8,35.349257,10.035554,31.713149,116.269762,-3.636108,106.234208,-0.2783407194966583,3.6410370782866517,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,8.9,35.658815,10.37938,31.791558,117.371797,-3.867257,106.992417,-0.2960349626189564,3.6670236896999047,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,10,9.0,35.875034,10.905093,31.781404,118.589784,-4.09363,107.684691,-0.3133636073386999,3.6907504661289603,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.1,2.412084,6.325433,2.039775,4.757673,-0.372309,-1.56776,-0.02849991115090128,-0.05373290202205566,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.2,2.562374,6.574611,2.169726,4.97569,-0.392648,-1.598921,-0.030056842874008113,-0.05480090411415475,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.3,2.706426,6.840221,2.30024,5.172503,-0.406186,-1.667718,-0.03109316430905508,-0.057158830365884206,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.4,2.87858,7.138988,2.458251,5.372291,-0.420329,-1.766697,-0.03217579793705547,-0.06055120477857558,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.5,3.052795,7.395347,2.618136,5.723564,-0.434659,-1.671783,-0.03327274624287783,-0.057298152868511934,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.6,3.197788,7.600244,2.789455,6.094708,-0.408333,-1.505536,-0.03125751518223028,-0.05160025665833902,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.7,3.37675,7.915116,2.945348,6.3443,-0.431401,-1.570816,-0.033023349342642706,-0.05383764238319474,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.8,3.550417,8.152385,3.099411,6.576661,-0.451006,-1.575724,-0.03452409404157134,-0.05400585759669951,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,0.9,3.735658,8.391639,3.240357,6.883804,-0.495302,-1.507835,-0.03791491205655439,-0.051679051844942016,1
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.0,3.911561,8.63391,3.408938,7.250819,-0.502624,-1.383091,-0.03847540441490967,-0.04740361610870732,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.1,4.102981,8.930399,3.583546,7.57493,-0.519435,-1.355469,-0.03976227098638068,-0.04645690856440639,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.2,4.293409,9.199271,3.759151,7.820724,-0.534258,-1.378547,-0.04089695798827914,-0.04724787651413402,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.3,4.512218,9.577953,3.932168,8.074602,-0.580051,-1.50335,-0.04440236997491717,-0.05152533439739333,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.4,4.705244,9.851202,4.086682,8.297321,-0.618562,-1.553881,-0.0473503515663704,-0.05325721763977514,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.5,4.884149,10.077095,4.276272,8.625974,-0.607877,-1.451121,-0.0465324246544575,-0.04973525444911685,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.6,5.088771,10.391212,4.472936,9.015458,-0.615835,-1.375754,-0.04714160222722333,-0.04715215013040973,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.7,5.444453,10.82983,4.818764,9.607657,-0.625689,-1.222173,-0.04789591685426963,-0.04188836433063851,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.8,5.804527,11.240638,5.172888,10.230116,-0.631639,-1.010522,-0.04835138387587765,-0.03463430602715449,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,1.9,6.185029,11.813118,5.53162,10.842468,-0.653409,-0.97065,-0.0500178573314082,-0.03326774592265929,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.0,6.565572,12.344186,5.880147,11.473714,-0.685425,-0.870472,-0.052468652653055683,-0.029834277369586437,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.1,6.969789,12.946313,6.251405,12.15551,-0.718384,-0.790804,-0.054991633756447104,-0.02710376196015315,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.2,7.401573,13.56784,6.667148,12.836115,-0.734425,-0.731725,-0.05621955753688649,-0.025078907314951698,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.3,7.845433,14.232982,7.0908,13.639357,-0.754633,-0.593626,-0.057766461330610024,-0.020345746603909278,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.4,8.301352,15.005382,7.496424,14.259016,-0.804928,-0.746366,-0.06161649727208492,-0.025580708240160222,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.5,8.759615,15.736971,7.913634,14.837832,-0.845981,-0.899138,-0.06475906662302178,-0.03081676663411943,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.6,9.221459,16.484177,8.319534,15.671286,-0.901925,-0.812892,-0.06904152831324689,-0.02786079896828141,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.7,9.710345,17.268454,8.742158,16.433831,-0.968187,-0.834623,-0.07411382340329581,-0.02860560027322687,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.8,10.204529,18.0673,9.216487,17.241336,-0.988042,-0.825963,-0.0756337053720399,-0.028308790218428304,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,2.9,10.709631,18.879993,9.661082,17.974056,-1.048549,-0.905937,-0.08026546051093685,-0.031049793373446852,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.0,11.214696,19.662618,10.10087,18.778908,-1.113826,-0.88371,-0.08526235475791283,-0.030287992324023322,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.1,11.707924,20.431341,10.537149,19.554702,-1.170775,-0.876639,-0.0896217482727961,-0.03004564314417567,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.2,12.211745,21.186306,10.975147,20.474108,-1.236598,-0.712199,-0.09466043831704908,-0.024409679470841213,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.3,12.749717,22.078837,11.459839,21.495086,-1.289878,-0.583751,-0.09873897326012061,-0.020007294029875118,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.4,13.285258,23.016777,11.934191,22.506505,-1.351066,-0.510271,-0.10342285832199488,-0.01748886414227711,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.5,13.828353,23.968842,12.41494,23.483722,-1.413413,-0.48512,-0.10819546376673364,-0.016626846857261086,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.6,14.395437,25.022,12.898026,24.345324,-1.497412,-0.676675,-0.11462550987565003,-0.02319214131995619,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.7,14.945592,26.044491,13.38881,25.39154,-1.556782,-0.652951,-0.11917022871142627,-0.022379032573992996,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.8,15.530323,27.032124,13.859476,26.566611,-1.670847,-0.465513,-0.12790179943742952,-0.01595484284520156,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,3.9,16.072178,28.326868,14.328873,27.760799,-1.743305,-0.566069,-0.1334483926225849,-0.01940126684870326,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.0,16.627715,29.691397,14.825619,28.601538,-1.802096,-1.08986,-0.1379487895414685,-0.037353511122721325,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.1,17.201483,31.124127,15.374236,29.980761,-1.827247,-1.143366,-0.13987407543398336,-0.03918735855829317,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.2,17.745717,32.58779,15.890275,31.321488,-1.855442,-1.266301,-0.1420323767237713,-0.04340079321033264,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.3,18.285208,34.033242,16.395771,32.694768,-1.889437,-1.338474,-0.144634662673278,-0.045874427400283795,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.4,18.839211,35.59277,16.934804,34.207634,-1.904407,-1.385136,-0.14578060238982796,-0.04747370578100097,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.5,19.425576,37.423636,17.399585,35.759207,-2.025991,-1.664429,-0.1550877456428011,-0.05704610423768183,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.6,19.98416,39.306865,17.896693,37.236075,-2.087468,-2.070791,-0.15979375338858204,-0.07097362473283834,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.7,20.525144,41.256974,18.398214,38.871437,-2.12693,-2.385537,-0.16281453315441333,-0.08176112790923902,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.8,21.087943,43.285752,18.899477,40.498132,-2.188465,-2.78762,-0.16752498074679142,-0.0955419913345938,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,4.9,21.604903,45.301039,19.384218,42.150146,-2.220685,-3.150893,-0.16999139208060834,-0.10799269330189634,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.0,22.163453,47.273526,19.851191,43.774305,-2.312263,-3.499221,-0.17700160366125034,-0.11993117514576186,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.1,22.647237,49.580139,20.311269,45.494592,-2.335968,-4.085548,-0.17881619958515255,-0.14002675817115212,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.2,23.160892,52.038185,20.774632,47.420249,-2.38626,-4.617936,-0.18266600587938966,-0.15827365325823062,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.3,23.640028,54.696246,21.218111,49.231511,-2.421917,-5.464735,-0.18539551639862958,-0.1872965698394514,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.4,24.083417,57.282578,21.676553,51.264074,-2.406864,-6.018504,-0.18424322310850091,-0.20627627044404123,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.5,24.539578,59.836196,22.125684,53.327935,-2.413894,-6.50826,-0.18478136313571172,-0.22306201007428686,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.6,24.994029,62.415702,22.580275,55.089007,-2.413754,-7.326695,-0.18477064626461506,-0.2511127880418464,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.7,25.416277,65.041972,22.993992,57.104155,-2.422285,-7.937817,-0.18542368645979793,-0.27205818692274825,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.8,25.795685,67.759203,23.45627,59.361536,-2.339415,-8.397667,-0.17908006426136816,-0.2878189379272657,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,5.9,26.195113,70.468432,23.907315,61.65857,-2.287798,-8.809862,-0.17512883043710908,-0.3019463767884315,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,6.0,26.604717,73.275891,24.403709,63.874363,-2.201009,-9.401528,-0.1684852123970521,-0.32222494698270965,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,6.1,26.974731,75.718789,24.836206,66.203687,-2.138526,-9.515102,-0.16370219627753377,-0.32611754573140395,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,6.2,27.345095,78.076398,25.254517,68.4634,-2.090579,-9.612998,-0.16003189757416567,-0.3294728017504063,0
MC_G0_DENS_HIGH_V_LOW,0.9,25.0,100,6.3,27.649885,80.672994,25.625828,70.742268,-2.024056,-9.930726,-0.15493962317442941,-0.3403625090357457,0
